epoch,loss,lr,val_loss
0,0.0005440898239612579,1e-04,0.00041983937262557447
1,0.00036917932447977364,1e-04,0.00033315567998215556
2,0.0003086686774622649,1e-04,0.0003148895048070699
3,0.0002782793599180877,1e-04,0.00027398596284911036
4,0.00025386412744410336,1e-04,0.00026051216991618276
5,0.0002468640450388193,1e-04,0.00027488620253279805
6,0.00024064899480435997,1e-04,0.0002445599820930511
7,0.0002341736835660413,1e-04,0.00024549206136725843
8,0.0002312988362973556,1e-04,0.00023918620718177408
9,0.00022166603594087064,1e-04,0.00023701562895439565
10,0.00022042769705876708,1e-04,0.00027699529891833663
11,0.0002150610671378672,1e-04,0.0002361330989515409
12,0.00020848511485382915,1e-04,0.00022872354020364583
13,0.00020484895503614098,1e-04,0.00020801018399652094
14,0.00020114080689381808,1e-04,0.0002243290946353227
15,0.0001968609867617488,1e-04,0.0002289183612447232
16,0.00019188817532267421,1e-04,0.00021177093731239438
17,0.00019160234660375863,1e-04,0.00021361518884077668
18,0.00019186978170182556,1e-04,0.00020937647786922753
19,0.00017859409854281694,5e-05,0.00020335527369752526
20,0.000176078945514746,5e-05,0.0002169142826460302
21,0.0001723885943647474,5e-05,0.00021093300892971456
22,0.00016922019131015986,5e-05,0.000215214240597561
23,0.0001723122550174594,5e-05,0.00021235235908534378
24,0.00017071345064323395,5e-05,0.00020579704141709954
25,0.0001670716010266915,5e-05,0.00021235644817352295
26,0.000160957220941782,2.5e-05,0.00020435164333321154
27,0.0001588453451404348,2.5e-05,0.0001967223361134529
28,0.00015681935474276543,2.5e-05,0.00020353785657789558
29,0.00015859960694797337,2.5e-05,0.0002046615700237453
30,0.00015659730706829578,2.5e-05,0.00020029206643812358
31,0.00015202781651169062,2.5e-05,0.00019718747353181243
32,0.0001543800171930343,2.5e-05,0.00020304953795857728
33,0.00014890081365592778,1.25e-05,0.0001904944801935926
34,0.00014803411613684148,1.25e-05,0.0001938383502420038
35,0.00014718709280714393,1.25e-05,0.00019944443192798644
36,0.00014815025497227907,1.25e-05,0.00020485182176344097
37,0.00014869350707158446,1.25e-05,0.00019822383183054626
38,0.00014487818407360464,1.25e-05,0.00020488951122388244
39,0.000144838762935251,1.25e-05,0.00019578274805098772
40,0.00014281421317718923,6.25e-06,0.00020236418640706688
41,0.00014433858450502157,6.25e-06,0.00020476312784012407
42,0.00014373754675034434,6.25e-06,0.00019986848928965628
43,0.00014323991490527987,6.25e-06,0.00020144156587775797
44,0.0001405617076670751,6.25e-06,0.00019844502094201744
45,0.00014140924031380564,6.25e-06,0.00020413489255588502
46,0.00014229596126824617,6.25e-06,0.0002026279689744115
47,0.00013933764421381056,3.125e-06,0.00019777253328356892
48,0.00014106220623943955,3.125e-06,0.0002007888542721048
49,0.00014034734340384603,3.125e-06,0.00019776941917371005
50,0.00013735436368733644,3.125e-06,0.00019702452118508518
51,0.00013793680409435183,3.125e-06,0.00019408142543397844
52,0.00013934481830801815,3.125e-06,0.0001858483301475644
53,0.00013936436153016984,3.125e-06,0.00020101996778976172
54,0.00013739519636146724,3.125e-06,0.00020165053138043731
55,0.0001405311340931803,3.125e-06,0.00019940057245548815
56,0.0001372016704408452,3.125e-06,0.00020178037812002003
57,0.00013882375787943602,3.125e-06,0.00019179240916855633
58,0.00013762387970928103,1.5625e-06,0.00018905648903455585
59,0.0001390514662489295,1.5625e-06,0.00019822806643787771
60,0.0001397638552589342,1.5625e-06,0.00019608993898145854
61,0.00013597657380159944,1.5625e-06,0.0002045726141659543
62,0.00013585679698735476,1.5625e-06,0.00020724840578623116
63,0.0001367875374853611,1.5625e-06,0.00020256689458619803
64,0.00013507787662092596,1.5625e-06,0.00019762675219681114
65,0.00013659549586009234,7.8125e-07,0.0002024927525781095
66,0.00013646839943248779,7.8125e-07,0.00019621053070295602
67,0.00013727914483752102,7.8125e-07,0.0001965733099495992
68,0.00013673308421857655,7.8125e-07,0.00020040341769345105
69,0.00013594470510724932,7.8125e-07,0.00020185057655908167
70,0.000136180518893525,7.8125e-07,0.0001953815808519721
71,0.00013567140558734536,7.8125e-07,0.0002050801704172045
72,0.00013757869601249695,3.90625e-07,0.0002043179119937122
